"SUBJECT"	"SUBJECT_EFFDT"	"SUBJECT_EFF_STATUS"	"SUBJECT_DESCR"	"SUBJECT_DESCRSHORT"	"DEPTID"	"DEPT_DESCRSHORT"	"DEPT_DESCRFORMAL"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"
"TOXICOL"	01-JAN-01	"A"	"Toxicology"	"TOXICOL"	"455000"	"PUB HL"	"School Of Public Health"	"26.1004"	"Toxicology"	"Toxicology"	"04.26"	"TOXICOLOGY"	"TOXICOLOGY"
"TRGENCR"	01-JAN-01	"A"	"Trans Credit-General Credit"	"TransCred"	"000000"	"All Orgs ("	"All Orgs (Org Security Only)"	"45.9999"	"Social Sciences, Other"	"Social Sciences, Other"	"49.03"	"HUMANITIES & SOCIAL SCI"	"HUMANITIES & SOCIAL SCI"
"TROMBONE"	01-JAN-01	"A"	"Trombone"	"Trombone"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"TRUM"	01-JAN-01	"A"	"Trumpet-Cornet"	"Trum/Corn"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"TUBA"	01-JAN-01	"A"	"Tuba"	"Tuba"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"TURKISH"	01-JAN-01	"A"	"Turkish Studies"	"Turkish"	"183500"	"N East Std"	"Near Eastern Studies Department"	"16.1199"	"Middle/Near Eastern and Semiti"	"Middle/Near Eastern and Semitic Languages, Literatures,  and Linguistics, Other"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"UARTS"	01-JAN-01	"A"	"University Arts"	"Univ Arts"	"373000"	"ART"	"School Of Art And Design"	"50.0701"	"Art/Art Studies, General"	"Art/Art Studies, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"UC"	01-MAY-01	"A"	"University Courses"	"Univ Crse"	"171900"	"LS&A First"	"LS&A First Year Seminars"	"24.0199"	"Liberal Arts and Sciences, Gen"	"Liberal Arts and Sciences, General Studies and Humanities, Other"	"49.00"	"INTERDISC UNCLASSIFIED"	"INTERDISC UNCLASSIFIED"
"UD"	01-JAN-01	"A"	"Urban Design"	"Urb Des"	"372100"	"A & UP"	"College of Architecture & Urban Planning"	"04.0301"	"City/Urban, Community and Regi"	"City/Urban, Community and Regional Planning"	"02.99"	"Other, Arch & Environ Design"	"Other, Architecture & Environmental Design"
"UGTOTADJ"	01-JAN-01	"A"	"UM Undergrad/Grad Tot Adj"	"Um-U/G-Ad"	"000000"	"All Orgs ("	"All Orgs (Org Security Only)"	"45.9999"	"Social Sciences, Other"	"Social Sciences, Other"	"49.03"	"HUMANITIES & SOCIAL SCI"	"HUMANITIES & SOCIAL SCI"
"UKR"	01-JAN-01	"A"	"Ukrainian"	"Ukrainian"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0410"	"Ukrainian Language and Literat"	"Ukrainian Language and Literature"	"11.15"	"SLAVIC LANG-EXCEPT RUSSN"	"SLAVIC LANG-EXCEPT RUSSN"
"UKRAINE"	11-JAN-11	"I"	"Ukrainian"	"Ukrainian"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0410"	"Ukrainian Language and Literat"	"Ukrainian Language and Literature"	"11.15"	"SLAVIC LANG-EXCEPT RUSSN"	"SLAVIC LANG-EXCEPT RUSSN"
"UMOVE"	01-JAN-01	"A"	"U-Move"	"U-Move"	"450000-SR"	"U-Move"	"U-Move"	"31.0599"	"Health and Physical Education/"	"Health and Physical Education/Fitness, Other"	"08.00"	"EDUCATION UNCLASSIFIED"	"EDUCATION UNCLASSIFIED"
"UNDG"	01-JAN-01	"A"	"Undergrad"	"Undergrad"	"465000"	"SOC WK"	"School Of Social Work"	"44.9999"	"Public Administration and Soci"	"Public Administration and Social Service Professions, Other"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"UP"	01-JAN-01	"A"	"Urban Planning"	"Urban Pln"	"372100"	"A & UP"	"College of Architecture & Urban Planning"	"04.0301"	"City/Urban, Community and Regi"	"City/Urban, Community and Regional Planning"	"02.00"	"ARCHITECTURE UNCLASSIFID"	"ARCHITECTURE UNCLASSIFID"
"UROLOGY"	01-JAN-01	"A"	"Urology"	"Urology"	"305500"	"Urology Su"	"Urology Surgery"	"60.0263"	"Urology"	"Urology"	"60.00"	"MEDICINE"	"MEDICINE"
"UTEP"	01-JAN-01	"A"	"Urban, Tech, & Environ Plannin"	"Urban TEP"	"435000"	"NR & E"	"Sch Of Nat Resources & Environ"	"04.0301"	"City/Urban, Community and Regi"	"City/Urban, Community and Regional Planning"	"02.00"	"ARCHITECTURE UNCLASSIFID"	"ARCHITECTURE UNCLASSIFID"
"VDAGAMBA"	01-JAN-01	"A"	"Viola Da Gamba"	"ViolGamba"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0911"	"Violin, Viola, Guitar and Othe"	"Violin, Viola, Guitar and Other Stringed Instruments"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"VIOLA"	01-JAN-01	"A"	"Viola"	"Viola"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0911"	"Violin, Viola, Guitar and Othe"	"Violin, Viola, Guitar and Other Stringed Instruments"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"VIOLIN"	01-JAN-01	"A"	"Violin"	"Violin"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0911"	"Violin, Viola, Guitar and Othe"	"Violin, Viola, Guitar and Other Stringed Instruments"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"VOICE"	01-JAN-01	"A"	"Voice"	"Voice"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0908"	"Voice and Opera"	"Voice and Opera"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"VOICELIT"	01-JAN-01	"A"	"Voice Literature"	"Voice Lit"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0902"	"Music History, Literature, and"	"Music History, Literature, and Theory"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"WEURSTD"	01-JAN-01	"A"	"Western European Studies"	"W Eur Std"	"195000"	"Center For"	"Center For West European Studi"	"05.0114"	"Western European Studies"	"Western European Studies"	"03.11"	"EASTERN EUROPEAN STUDIES"	"EASTERN EUROPEAN STUDIES"
"WINDINST"	01-JAN-01	"A"	"Wind Instruments"	"Wind Inst"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0915"	"Woodwind Instruments."	"Woodwind Instruments."	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"WINDPERC"	01-JAN-01	"A"	"Winds And Percussion"	"Wind Perc"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0915"	"Woodwind Instruments."	"Woodwind Instruments."	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"WKSHOPS"	01-JAN-01	"A"	"Workshops"	"Workshops"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0999"	"Music, Other"	"Music, Other"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"WMBA"	01-JAN-01	"A"	"Weekend MBA"	"WMBA"	"380000"	"BUS AD"	"School of Business Administration"	"52.0201"	"Business Administration and Ma"	"Business Administration and Management, General"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
"WOMENSTD"	01-JAN-01	"A"	"Womens Studies"	"Women Std"	"188700"	"Women's St"	"Women's Studies Department"	"05.0207"	"Women's Studies"	"Women's Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"
"WRITING"	16-SEP-10	"A"	"Sweetland Center for Writing"	"Sweetland"	"175600"	"S C F W"	"Sweetland Center for Writing"	"23.9999"	"English Language and Literatur"	"English Language and Literature/Letters, Other"	"15.99"	"OTHER, LETTERS"	"OTHER, LETTERS"
"YIDDISH"	02-MAY-14	"A"	"Yiddish"	"YIDDISH"	"179100"	"Judaic Stu"	"Judaic Studies Program"	"16.0599"	"Germanic Languages, Literature"	"Germanic Languages, Literatures, and Linguistics, Other"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"ZOOLOGY"	02-MAY-00	"I"	"Zoology"	"Zoology"	"188900"	"Biology De"	"Biology Department"	"26.0701"	"Zoology/Animal Biology"	"Zoology/Animal Biology"	"04.07"	"ZOOLOGY-GENERAL"	"ZOOLOGY-GENERAL"
